date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:24:31	13360/13360	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202024%2012:24:30%20GMT	https://preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/latin-ext/300/italic.woff2	C:/Users/ABOLARIN/Downloads/website%20templates/schooladmin/preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/latin-ext/300/italic.html	(from https://preskool.dreamstechnologies.com/)
05:24:31	6144/6144	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202024%2012:24:31%20GMT	https://preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/vietnamese/300/italic.woff2	C:/Users/ABOLARIN/Downloads/website%20templates/schooladmin/preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/vietnamese/300/italic.html	(from https://preskool.dreamstechnologies.com/)
05:24:32	16756/16756	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202024%2012:24:31%20GMT	https://preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/cyrillic-ext/300/italic.woff2	C:/Users/ABOLARIN/Downloads/website%20templates/schooladmin/preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/cyrillic-ext/300/italic.html	(from https://preskool.dreamstechnologies.com/)
05:24:32	10656/10656	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202024%2012:24:32%20GMT	https://preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/cyrillic/300/italic.woff2	C:/Users/ABOLARIN/Downloads/website%20templates/schooladmin/preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/cyrillic/300/italic.html	(from https://preskool.dreamstechnologies.com/)
05:24:33	1516/1516	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202024%2012:24:32%20GMT	https://preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/greek-ext/400/italic.woff2	C:/Users/ABOLARIN/Downloads/website%20templates/schooladmin/preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/greek-ext/400/italic.html	(from https://preskool.dreamstechnologies.com/)
05:24:33	10492/10492	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202024%2012:24:33%20GMT	https://preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/cyrillic/400/italic.woff2	C:/Users/ABOLARIN/Downloads/website%20templates/schooladmin/preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/cyrillic/400/italic.html	(from https://preskool.dreamstechnologies.com/)
05:24:33	7724/7724	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202024%2012:24:33%20GMT	https://preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/greek/400/italic.woff2	C:/Users/ABOLARIN/Downloads/website%20templates/schooladmin/preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/greek/400/italic.html	(from https://preskool.dreamstechnologies.com/)
05:24:34	16688/16688	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202024%2012:24:34%20GMT	https://preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/cyrillic-ext/400/italic.woff2	C:/Users/ABOLARIN/Downloads/website%20templates/schooladmin/preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/cyrillic-ext/400/italic.html	(from https://preskool.dreamstechnologies.com/)
05:24:35	20144/20144	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202024%2012:24:34%20GMT	https://preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/latin/400/italic.woff2	C:/Users/ABOLARIN/Downloads/website%20templates/schooladmin/preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/latin/400/italic.html	(from https://preskool.dreamstechnologies.com/)
05:24:35	13224/13224	---M--	200	added ('OK')	text/html	date:Tue,%2015%20Oct%202024%2012:24:35%20GMT	https://preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/latin-ext/400/italic.woff2	C:/Users/ABOLARIN/Downloads/website%20templates/schooladmin/preskool.dreamstechnologies.com/cf-fonts/s/roboto/5.0.11/latin-ext/400/italic.html	(from https://preskool.dreamstechnologies.com/)
